 1772 1  1
cluster file from TAD2; meaning encoded in file name                            
         42.24000000         42.24000000         80.00000000
(3f12.6,i2)                                                                     
   24.635470    3.523577    7.807112 1
   24.637252    7.041118    7.807632 1
   24.640487   10.557595    7.808070 1
   24.642197   14.073499    7.808139 1
   24.639915   17.585456    7.817882 1
   24.634284   21.133081    7.806603 1
   24.639264   24.645865    7.804841 1
   24.639008   28.159195    7.807500 1
   24.638295   31.680293    7.807575 1
   24.636664   35.201277    7.806723 1
   24.635958   38.721526    7.807025 1
   26.389851    1.763663    7.806083 1
   26.395595    5.283176    7.807217 1
   26.398458    8.797619    7.807829 1
   26.400440   12.315308    7.807987 1
   26.402683   15.829270    7.805464 1
   26.412946   19.352559    7.808713 1
   26.402751   22.895000    7.800938 1
   26.398940   26.401393    7.806911 1
   26.394307   29.918833    7.807309 1
   26.394000   33.442132    7.806387 1
   26.391650   36.961508    7.805555 1
   26.395057   40.480304    7.810690 1
   28.155334   -0.000308    7.831050 1
   28.157241    3.529932    7.806303 1
   28.158067    7.039053    7.808269 1
   28.158368   10.554962    7.807832 1
   28.158321   14.073392    7.805285 1
   28.170309   17.589967    7.801474 1
   28.173328   21.125310    7.822367 1
   28.162852   24.647269    7.806071 1
   28.156874   28.159569    7.811339 1
   28.149077   31.681611    7.805996 1
   28.153910   35.201827    7.809608 1
   28.155936   38.718626    7.809569 1
   29.922431    1.764356    7.831791 1
   29.921086    5.284907    7.807827 1
   29.918362    8.796429    7.808386 1
   29.918705   12.312176    7.810414 1
   29.922779   15.833429    7.809239 1
   29.926298   19.360798    7.811095 1
   29.923834   22.884187    7.815335 1
   29.919722   26.400116    7.806868 1
   29.915766   29.919000    7.831237 1
   29.917453   33.443691    7.803497 1
   29.919678   36.960123    7.834798 1
   29.921445   40.477809    7.803365 1
   31.689095    0.001274    7.805561 1
   31.682737    3.523686    7.812047 1
   31.680999    7.041076    7.808463 1
   31.679726   10.551084    7.806246 1
   31.681007   14.072381    7.834274 1
   31.679688   17.600294    7.807222 1
   31.679691   21.121698    7.817178 1
   31.679345   24.644038    7.809656 1
   31.680961   28.154271    7.804931 1
   31.683414   31.681386    7.830599 1
   31.683877   35.201861    7.809262 1
   31.683997   38.719687    7.808827 1
   33.445075    1.763495    7.807262 1
   33.441480    5.282918    7.808038 1
   33.441332    8.797961    7.807442 1
   33.441743   12.312456    7.810430 1
   33.438964   15.835219    7.809975 1
   33.433992   19.359839    7.811989 1
   33.431921   22.883232    7.812235 1
   33.440063   26.400500    7.806326 1
   33.448822   29.916936    7.805038 1
   33.443877   33.439253    7.809990 1
   33.445827   36.960986    7.804325 1
   33.442899   40.480500    7.805024 1
   35.199678    0.001069    7.806790 1
   35.200476    3.523643    7.808016 1
   35.200864    7.041036    7.806980 1
   35.201609   10.555723    7.807061 1
   35.202041   14.074543    7.805619 1
   35.191712   17.592807    7.801295 1
   35.181852   21.122204    7.816657 1
   35.197192   24.645875    7.807810 1
   35.202389   28.155633    7.806023 1
   35.204508   31.678012    7.805982 1
   35.197992   35.200616    7.804095 1
   35.200141   38.722439    7.804918 1
   36.955075    1.761397    7.806535 1
   36.959239    5.282504    7.807441 1
   36.960926    8.798834    7.807127 1
   36.959716   12.315588    7.808067 1
   36.951784   15.836449    7.804735 1
   36.950182   19.347997    7.789461 1
   36.959745   22.892517    7.820319 1
   36.962209   26.399545    7.806570 1
   36.958747   29.915353    7.806812 1
   36.958479   33.439506    7.809585 1
   36.957774   36.964023    7.808742 1
   36.957915   40.481527    7.806490 1
   38.717951   -0.000934    7.811297 1
   38.717644    3.523124    7.811266 1
   38.719149    7.040829    7.807579 1
   38.719453   10.557952    7.808537 1
   38.717827   14.074819    7.810957 1
   38.718143   17.590359    7.813840 1
   38.731843   21.127682    7.807413 1
   38.725312   24.641511    7.810683 1
   38.719317   28.158040    7.807081 1
   38.713546   31.674432    7.804483 1
   38.717940   35.202782    7.833767 1
   38.718340   38.726041    7.805294 1
   40.479034    1.761433    7.835811 1
   40.479323    5.285844    7.806380 1
   40.478690    8.799068    7.808306 1
   40.477757   12.316324    7.810362 1
   40.481312   15.834926    7.830809 1
   40.490070   19.367537    7.799012 1
   40.488101   22.878847    7.812606 1
   40.480316   26.400559    7.807941 1
   40.476666   29.917253    7.809764 1
   40.476884   33.439697    7.813204 1
   40.479289   36.964488    7.809779 1
   40.480725   40.477223    7.806133 1
   -0.003590    1.760792    6.054236 1
   -0.001065    5.280588    6.049298 1
   -0.000617    8.800524    6.049147 1
   -0.001124   12.320017    6.050513 1
   -0.001704   15.837628    6.052661 1
    0.003332   19.360679    6.048068 1
    0.000706   22.879444    6.049924 1
   -0.001697   26.398871    6.047741 1
   -0.002203   29.923382    6.052844 1
   -0.003042   33.437474    6.053600 1
   -0.001774   36.960511    6.047830 1
   -0.001671   40.481200    6.048656 1
    1.758680    0.000356    6.049241 1
    1.757994    3.520904    6.048866 1
    1.758695    7.041059    6.048677 1
    1.759017   10.560810    6.049419 1
    1.761286   14.078584    6.054784 1
    1.761829   17.598877    6.048515 1
    1.759688   21.119912    6.051676 1
    1.756323   24.638576    6.048146 1
    1.756033   28.161696    6.047056 1
    1.754121   31.680935    6.052627 1
    1.758263   35.198433    6.047343 1
    1.758097   38.720607    6.047127 1
    3.518139    1.759909    6.047626 1
    3.517697    5.281314    6.048016 1
    3.518371    8.800445    6.047772 1
    3.519631   12.322609    6.054055 1
    3.519953   15.834978    6.053370 1
    3.519222   19.362120    6.051272 1
    3.516118   22.876842    6.052087 1
    3.513620   26.401308    6.044083 1
    3.515235   29.922954    6.046569 1
    3.518509   33.438486    6.048787 1
    3.517666   36.958938    6.046421 1
    3.521063   40.480391    6.051582 1
    5.278436   -0.001710    6.052102 1
    5.277295    3.521012    6.047802 1
    5.277642    7.041115    6.047366 1
    5.280081   10.560695    6.049448 1
    5.277621   14.079558    6.054058 1
    5.279476   17.597224    6.047999 1
    5.278699   21.119979    6.057388 1
    5.275149   24.638990    6.046591 1
    5.274076   28.163758    6.042661 1
    5.281758   31.681131    6.051677 1
    5.279764   35.196021    6.047953 1
    5.280438   38.721589    6.055063 1
    7.039374    1.761597    6.052066 1
    7.038156    5.280323    6.047954 1
    7.041728    8.800555    6.052258 1
    7.039965   12.319907    6.049576 1
    7.040130   15.839325    6.049283 1
    7.041232   19.358218    6.048747 1
    7.039967   22.878564    6.056527 1
    7.038097   26.400333    6.043669 1
    7.040463   29.926062    6.053831 1
    7.040467   33.435520    6.052892 1
    7.041459   36.960226    6.055543 1
    7.036239   40.478817    6.055342 1
    8.798112    0.004918    6.050968 1
    8.798739    3.517193    6.051393 1
    8.801253    7.043048    6.056028 1
    8.799641   10.557723    6.052360 1
    8.800755   14.080823    6.047959 1
    8.801407   17.598681    6.048965 1
    8.802281   21.118362    6.049886 1
    8.802148   24.637507    6.053879 1
    8.802693   28.164893    6.052661 1
    8.798600   31.679743    6.055042 1
    8.799487   35.200877    6.052979 1
    8.798571   38.716784    6.055294 1
   10.558755    1.760782    6.051811 1
   10.559955    5.282372    6.051436 1
   10.557134    8.797586    6.056371 1
   10.559438   12.321034    6.047413 1
   10.560768   15.839729    6.048824 1
   10.560999   19.358552    6.049376 1
   10.562484   22.878278    6.049971 1
   10.562234   26.400721    6.053421 1
   10.560640   29.921923    6.051095 1
   10.559294   33.440934    6.049628 1
   10.558002   36.959715    6.052353 1
   10.564178   40.480733    6.050911 1
   12.324609   -0.001058    6.056673 1
   12.321898    3.521928    6.047376 1
   12.319126    7.039778    6.052091 1
   12.320192   10.559475    6.048198 1
   12.319667   14.080249    6.047863 1
   12.319847   17.599505    6.048625 1
   12.320922   21.118740    6.049505 1
   12.321096   24.638665    6.047909 1
   12.322646   28.161331    6.049091 1
   12.321439   31.681658    6.047095 1
   12.319656   35.200377    6.048235 1
   12.322023   38.721680    6.051319 1
   14.083965    1.758217    6.051247 1
   14.082552    5.281520    6.048480 1
   14.084596    8.799319    6.052560 1
   14.080153   12.319621    6.047643 1
   14.079002   15.840349    6.047632 1
   14.080715   19.358951    6.049610 1
   14.080569   22.878749    6.049590 1
   14.083134   26.399547    6.048200 1
   14.084651   29.921460    6.051551 1
   14.081914   33.441849    6.048078 1
   14.081851   36.959082    6.047138 1
   14.080532   40.482208    6.056970 1
   15.840842    0.000085    6.052553 1
   15.843042    3.519401    6.048207 1
   15.842625    7.043016    6.053459 1
   15.840506   10.556746    6.053052 1
   15.840412   14.080894    6.047453 1
   15.842561   17.599732    6.052983 1
   15.840323   21.119200    6.050102 1
   15.842468   24.638280    6.054010 1
   15.841650   28.162292    6.052229 1
   15.843876   31.679647    6.057145 1
   15.843004   35.201298    6.047377 1
   15.842374   38.719740    6.048647 1
   17.602093    1.759881    6.049289 1
   17.602126    5.281004    6.048994 1
   17.598121    8.800318    6.054026 1
   17.600472   12.317949    6.047624 1
   17.602621   15.842219    6.057485 1
   17.600264   19.356779    6.052756 1
   17.599523   22.882915    6.053965 1
   17.599720   26.395825    6.053028 1
   17.598951   29.924001    6.056819 1
   17.602484   33.438184    6.052485 1
   17.602947   36.960351    6.048130 1
   17.603465   40.479934    6.048259 1
   19.362120    0.000282    6.049015 1
   19.361566    3.520293    6.048776 1
   19.360519    7.041198    6.049307 1
   19.360442   10.558737    6.048703 1
   19.360477   14.081316    6.052019 1
